file	mutator	line	verdict	old	new
Party.sol	AOR	396	CAUGHT	block.timestamp > uint256(p.endsAt) + _t(EXECUTE_WINDOW)	block.timestamp > uint256(p.endsAt) * _t(EXECUTE_WINDOW)
Party.sol	AOR	396	CAUGHT	block.timestamp > uint256(p.endsAt) + _t(EXECUTE_WINDOW)	block.timestamp > uint256(p.endsAt) - _t(EXECUTE_WINDOW)
Party.sol	AOR	396	CAUGHT	block.timestamp > uint256(p.endsAt) + _t(EXECUTE_WINDOW)	block.timestamp > uint256(p.endsAt) / _t(EXECUTE_WINDOW)
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp % _t(uint256(p.buyDelayHours) * 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp * _t(uint256(p.buyDelayHours) * 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) % 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) + 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) - 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) / 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp - _t(uint256(p.buyDelayHours) * 1 hours))
Party.sol	AOR	432	CAUGHT	buyableAt = uint64(block.timestamp + _t(uint256(p.buyDelayHours) * 1 hours))	buyableAt = uint64(block.timestamp / _t(uint256(p.buyDelayHours) * 1 hours))
Party.sol	AOR	452	CAUGHT	return since != type(uint64).max && block.timestamp > since + _t(DEADLOCK_TIME)	return since != type(uint64).max && block.timestamp > since % _t(DEADLOCK_TIME)
Party.sol	AOR	452	CAUGHT	return since != type(uint64).max && block.timestamp > since + _t(DEADLOCK_TIME)	return since != type(uint64).max && block.timestamp > since * _t(DEADLOCK_TIME)
Party.sol	AOR	452	CAUGHT	return since != type(uint64).max && block.timestamp > since + _t(DEADLOCK_TIME)	return since != type(uint64).max && block.timestamp > since - _t(DEADLOCK_TIME)
Party.sol	AOR	452	CAUGHT	return since != type(uint64).max && block.timestamp > since + _t(DEADLOCK_TIME)	return since != type(uint64).max && block.timestamp > since / _t(DEADLOCK_TIME)
Party.sol	AOR	459	CAUGHT	block.timestamp >= _proposals[ids[k - 1]].endsAt	block.timestamp >= _proposals[ids[k % 1]].endsAt
Party.sol	AOR	459	CAUGHT	block.timestamp >= _proposals[ids[k - 1]].endsAt	block.timestamp >= _proposals[ids[k * 1]].endsAt
Party.sol	AOR	459	CAUGHT	block.timestamp >= _proposals[ids[k - 1]].endsAt	block.timestamp >= _proposals[ids[k + 1]].endsAt
Party.sol	AOR	459	CAUGHT	block.timestamp >= _proposals[ids[k - 1]].endsAt	block.timestamp >= _proposals[ids[k / 1]].endsAt
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price % factory.FEE_BPS() / 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price * factory.FEE_BPS() % 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price * factory.FEE_BPS() * 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price * factory.FEE_BPS() + 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price * factory.FEE_BPS() - 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price + factory.FEE_BPS() / 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price - factory.FEE_BPS() / 10_000
Party.sol	AOR	484	CAUGHT	uint256 fee = price * factory.FEE_BPS() / 10_000	uint256 fee = price / factory.FEE_BPS() / 10_000
Party.sol	AOR	486	CAUGHT	uint256 share = pot / SLOTS	uint256 share = pot % SLOTS
Party.sol	AOR	486	CAUGHT	uint256 share = pot / SLOTS	uint256 share = pot * SLOTS
Party.sol	AOR	486	CAUGHT	uint256 share = pot / SLOTS	uint256 share = pot + SLOTS
Party.sol	AOR	486	CAUGHT	uint256 share = pot / SLOTS	uint256 share = pot - SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot % share * SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot * share * SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot + share * SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot - share % SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot - share + SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot - share - SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot - share / SLOTS
Party.sol	AOR	487	CAUGHT	uint256 dust = pot - share * SLOTS	uint256 dust = pot / share * SLOTS
Party.sol	AOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] %= royalty
Party.sol	AOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] *= royalty
Party.sol	AOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] -= royalty
Party.sol	AOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] /= royalty
Party.sol	AOR	497	UNCAUGHT	(bool ok,) = msg.sender.call{value: msg.value - price}("")	(bool ok,) = msg.sender.call{value: msg.value % price}("")
Party.sol	AOR	497	CAUGHT	(bool ok,) = msg.sender.call{value: msg.value - price}("")	(bool ok,) = msg.sender.call{value: msg.value * price}("")
Party.sol	AOR	497	CAUGHT	(bool ok,) = msg.sender.call{value: msg.value - price}("")	(bool ok,) = msg.sender.call{value: msg.value + price}("")
Party.sol	AOR	497	CAUGHT	(bool ok,) = msg.sender.call{value: msg.value - price}("")	(bool ok,) = msg.sender.call{value: msg.value / price}("")
Party.sol	AOR	513	CAUGHT	total += perCard	total %= perCard
Party.sol	AOR	513	CAUGHT	total += perCard	total *= perCard
Party.sol	AOR	513	CAUGHT	total += perCard	total -= perCard
Party.sol	AOR	513	CAUGHT	total += perCard	total /= perCard
Party.sol	AOR	533	CAUGHT	owed[holder] += perCard	owed[holder] %= perCard
Party.sol	AOR	533	CAUGHT	owed[holder] += perCard	owed[holder] *= perCard
Party.sol	AOR	533	CAUGHT	owed[holder] += perCard	owed[holder] -= perCard
Party.sol	AOR	533	CAUGHT	owed[holder] += perCard	owed[holder] /= perCard
Party.sol	AOR	557	COMPILATION FAILURE	p.mode == PriceMode.FloorPct && (p.value <= -10_000 || p.value > 1_000_000)	p.mode == PriceMode.FloorPct && (p.value <= %10_000 || p.value > 1_000_000)
Party.sol	AOR	557	COMPILATION FAILURE	p.mode == PriceMode.FloorPct && (p.value <= -10_000 || p.value > 1_000_000)	p.mode == PriceMode.FloorPct && (p.value <= *10_000 || p.value > 1_000_000)
Party.sol	AOR	557	COMPILATION FAILURE	p.mode == PriceMode.FloorPct && (p.value <= -10_000 || p.value > 1_000_000)	p.mode == PriceMode.FloorPct && (p.value <= +10_000 || p.value > 1_000_000)
Party.sol	AOR	557	COMPILATION FAILURE	p.mode == PriceMode.FloorPct && (p.value <= -10_000 || p.value > 1_000_000)	p.mode == PriceMode.FloorPct && (p.value <= /10_000 || p.value > 1_000_000)
Party.sol	AOR	558	COMPILATION FAILURE	p.mode == PriceMode.FloorDelta && (p.value < -1e24 || p.value > 1e24)	p.mode == PriceMode.FloorDelta && (p.value < %1e24 || p.value > 1e24)
Party.sol	AOR	558	COMPILATION FAILURE	p.mode == PriceMode.FloorDelta && (p.value < -1e24 || p.value > 1e24)	p.mode == PriceMode.FloorDelta && (p.value < *1e24 || p.value > 1e24)
Party.sol	AOR	558	COMPILATION FAILURE	p.mode == PriceMode.FloorDelta && (p.value < -1e24 || p.value > 1e24)	p.mode == PriceMode.FloorDelta && (p.value < +1e24 || p.value > 1e24)
Party.sol	AOR	558	COMPILATION FAILURE	p.mode == PriceMode.FloorDelta && (p.value < -1e24 || p.value > 1e24)	p.mode == PriceMode.FloorDelta && (p.value < /1e24 || p.value > 1e24)
Party.sol	AOR	562	CAUGHT	f.issuedAt > block.timestamp || block.timestamp - f.issuedAt > FLOOR_MAX_AGE	f.issuedAt > block.timestamp || block.timestamp % f.issuedAt > FLOOR_MAX_AGE
Party.sol	AOR	562	CAUGHT	f.issuedAt > block.timestamp || block.timestamp - f.issuedAt > FLOOR_MAX_AGE	f.issuedAt > block.timestamp || block.timestamp * f.issuedAt > FLOOR_MAX_AGE
Party.sol	AOR	562	CAUGHT	f.issuedAt > block.timestamp || block.timestamp - f.issuedAt > FLOOR_MAX_AGE	f.issuedAt > block.timestamp || block.timestamp + f.issuedAt > FLOOR_MAX_AGE
Party.sol	AOR	562	CAUGHT	f.issuedAt > block.timestamp || block.timestamp - f.issuedAt > FLOOR_MAX_AGE	f.issuedAt > block.timestamp || block.timestamp / f.issuedAt > FLOOR_MAX_AGE
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f % (10_000 + p.value) / 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) % 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) * 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) + 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) - 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f + (10_000 + p.value) / 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f - (10_000 + p.value) / 10_000 : f + p.value
Party.sol	AOR	578	CAUGHT	int256 r = p.mode == PriceMode.FloorPct ? f * (10_000 + p.value) / 10_000 : f + p.value	int256 r = p.mode == PriceMode.FloorPct ? f / (10_000 + p.value) / 10_000 : f + p.value
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs % timeUnit / 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs * timeUnit % 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs * timeUnit * 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs * timeUnit + 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs * timeUnit - 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs + timeUnit / 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs - timeUnit / 1 hours
Party.sol	AOR	590	CAUGHT	return secs * timeUnit / 1 hours	return secs / timeUnit / 1 hours
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price % ROYALTY_CAP_BPS / 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price * ROYALTY_CAP_BPS % 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price * ROYALTY_CAP_BPS * 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price * ROYALTY_CAP_BPS + 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price * ROYALTY_CAP_BPS - 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price + ROYALTY_CAP_BPS / 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price - ROYALTY_CAP_BPS / 10_000
Party.sol	AOR	603	CAUGHT	uint256 cap = price * ROYALTY_CAP_BPS / 10_000	uint256 cap = price / ROYALTY_CAP_BPS / 10_000
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no %= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no &= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no *= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no += w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no /= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no <<= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no = w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no >>= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no ^= w
Party.sol	ASOR	377	CAUGHT	p.no -= w	p.no |= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes %= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes &= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes *= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes += w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes /= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes <<= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes = w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes >>= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes ^= w
Party.sol	ASOR	377	CAUGHT	p.yes -= w	p.yes |= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no %= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no &= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no *= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no -= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no /= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no <<= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no = w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no >>= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no ^= w
Party.sol	ASOR	378	CAUGHT	p.no += w	p.no |= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes %= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes &= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes *= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes -= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes /= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes <<= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes = w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes >>= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes ^= w
Party.sol	ASOR	378	CAUGHT	p.yes += w	p.yes |= w
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] %= royalty
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] &= royalty
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] *= royalty
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] -= royalty
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] /= royalty
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] <<= royalty
Party.sol	ASOR	492	UNCAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] = royalty
Party.sol	ASOR	492	CAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] >>= royalty
Party.sol	ASOR	492	UNCAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] ^= royalty
Party.sol	ASOR	492	UNCAUGHT	owed[royaltyTo] += royalty	owed[royaltyTo] |= royalty
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] %= fee + dust
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] &= fee + dust
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] *= fee + dust
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] -= fee + dust
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] /= fee + dust
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] <<= fee + dust
Party.sol	ASOR	493	UNCAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] = fee + dust
Party.sol	ASOR	493	CAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] >>= fee + dust
Party.sol	ASOR	493	UNCAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] ^= fee + dust
Party.sol	ASOR	493	UNCAUGHT	owed[factory.feeRecipient()] += fee + dust	owed[factory.feeRecipient()] |= fee + dust
Party.sol	ASOR	513	CAUGHT	total += perCard	total %= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total &= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total *= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total -= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total /= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total <<= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total = perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total >>= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total ^= perCard
Party.sol	ASOR	513	CAUGHT	total += perCard	total |= perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] %= perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] &= perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] *= perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] -= perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] /= perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] <<= perCard
Party.sol	ASOR	533	UNCAUGHT	owed[holder] += perCard	owed[holder] = perCard
Party.sol	ASOR	533	CAUGHT	owed[holder] += perCard	owed[holder] >>= perCard
Party.sol	ASOR	533	UNCAUGHT	owed[holder] += perCard	owed[holder] ^= perCard
Party.sol	ASOR	533	UNCAUGHT	owed[holder] += perCard	owed[holder] |= perCard
Party.sol	BOR	602	CAUGHT	a == 0 || a >> 160 != 0	a == 0 || a & 160 != 0
Party.sol	BOR	602	CAUGHT	a == 0 || a >> 160 != 0	a == 0 || a << 160 != 0
Party.sol	BOR	602	CAUGHT	a == 0 || a >> 160 != 0	a == 0 || a ^ 160 != 0
Party.sol	BOR	602	CAUGHT	a == 0 || a >> 160 != 0	a == 0 || a | 160 != 0
Party.sol	CR	43	COMPILATION FAILURE	uint256 public constant SLOTS = 80	//uint256 public constant SLOTS = 80
Party.sol	CR	44	COMPILATION FAILURE	uint256 public constant PASS = 41	//uint256 public constant PASS = 41
Party.sol	CR	45	COMPILATION FAILURE	uint256 public constant PASS_BELOW_FLOOR = 60	//uint256 public constant PASS_BELOW_FLOOR = 60
Party.sol	CR	46	COMPILATION FAILURE	uint256 public constant PASS_DEADLOCK = 54	//uint256 public constant PASS_DEADLOCK = 54
Party.sol	CR	47	COMPILATION FAILURE	uint256 public constant DEADLOCK_BLOCKS = 3	//uint256 public constant DEADLOCK_BLOCKS = 3
Party.sol	CR	48	COMPILATION FAILURE	uint256 public constant DEADLOCK_TIME = 30 days	//uint256 public constant DEADLOCK_TIME = 30 days
Party.sol	CR	49	COMPILATION FAILURE	uint256 public constant EXECUTE_WINDOW = 7 days	//uint256 public constant EXECUTE_WINDOW = 7 days
Party.sol	CR	50	COMPILATION FAILURE	uint256 public constant MAX_BUY_DELAY_HOURS = 72	//uint256 public constant MAX_BUY_DELAY_HOURS = 72
Party.sol	CR	51	COMPILATION FAILURE	uint256 public constant FILL_GRACE = 2 days	//uint256 public constant FILL_GRACE = 2 days
Party.sol	CR	52	COMPILATION FAILURE	uint256 public constant FLOOR_MAX_AGE = 1 hours	//uint256 public constant FLOOR_MAX_AGE = 1 hours
Party.sol	CR	53	COMPILATION FAILURE	uint256 public constant ROYALTY_CAP_BPS = 1000	//uint256 public constant ROYALTY_CAP_BPS = 1000
Party.sol	CR	54	COMPILATION FAILURE	uint256 public constant MAX_OPEN_PER_PROPOSER = 3	//uint256 public constant MAX_OPEN_PER_PROPOSER = 3
Party.sol	CR	161	COMPILATION FAILURE	initializer	//initializer
Party.sol	CR	162	CAUGHT	factory = IFactory(msg.sender)	//factory = IFactory(msg.sender)
Party.sol	CR	163	CAUGHT	credits = factory.credits()	//credits = factory.credits()
Party.sol	CR	164	CAUGHT	cards = factory.cards()	//cards = factory.cards()
Party.sol	CR	165	CAUGHT	timeUnit = factory.timeUnit()	//timeUnit = factory.timeUnit()
Party.sol	CR	166	UNCAUGHT	revert Bad("timeUnit")	//revert Bad("timeUnit")
Party.sol	CR	166	COMPILATION FAILURE	timeUnit == 0 || timeUnit > 1 hours	//timeUnit == 0 || timeUnit > 1 hours
Party.sol	CR	167	COMPILATION FAILURE	host_ == address(0)	//host_ == address(0)
Party.sol	CR	167	CAUGHT	revert Bad("host")	//revert Bad("host")
Party.sol	CR	168	COMPILATION FAILURE	p.minDeposit == 0 || p.minDeposit > SLOTS	//p.minDeposit == 0 || p.minDeposit > SLOTS
Party.sol	CR	168	CAUGHT	revert Bad("minDeposit")	//revert Bad("minDeposit")
Party.sol	CR	169	COMPILATION FAILURE	p.durationDays == 0 || p.durationDays > 60	//p.durationDays == 0 || p.durationDays > 60
Party.sol	CR	169	CAUGHT	revert Bad("duration")	//revert Bad("duration")
Party.sol	CR	170	COMPILATION FAILURE	!_windowOk(p.voteHours)	//!_windowOk(p.voteHours)
Party.sol	CR	170	CAUGHT	revert Bad("voteHours")	//revert Bad("voteHours")
Party.sol	CR	171	CAUGHT	_checkPrice(p.defaultPrice)	//_checkPrice(p.defaultPrice)
Party.sol	CR	172	COMPILATION FAILURE	p.defaultPrice.mode != PriceMode.Fixed && p.minAskWei == 0	//p.defaultPrice.mode != PriceMode.Fixed && p.minAskWei == 0
Party.sol	CR	172	CAUGHT	revert Bad("minAsk")	//revert Bad("minAsk")
Party.sol	CR	173	COMPILATION FAILURE	p.buyDelayHours > MAX_BUY_DELAY_HOURS	//p.buyDelayHours > MAX_BUY_DELAY_HOURS
Party.sol	CR	173	CAUGHT	revert Bad("buyDelay")	//revert Bad("buyDelay")
Party.sol	CR	174	COMPILATION FAILURE	bytes(p.name).length == 0 || bytes(p.name).length > 60	//bytes(p.name).length == 0 || bytes(p.name).length > 60
Party.sol	CR	174	CAUGHT	revert Bad("name")	//revert Bad("name")
Party.sol	CR	175	COMPILATION FAILURE	bytes(p.description).length > 1000	//bytes(p.description).length > 1000
Party.sol	CR	175	CAUGHT	revert Bad("description")	//revert Bad("description")
Party.sol	CR	176	CAUGHT	host = host_	//host = host_
Party.sol	CR	177	CAUGHT	_params = p	//_params = p
Party.sol	CR	178	CAUGHT	createdAt = uint64(block.timestamp)	//createdAt = uint64(block.timestamp)
Party.sol	CR	179	CAUGHT	deadline = uint64(block.timestamp + _t(uint256(p.durationDays) * 1 days))	//deadline = uint64(block.timestamp + _t(uint256(p.durationDays) * 1 days))
Party.sol	CR	184	COMPILATION FAILURE	return _params	//return _params
Party.sol	CR	185	COMPILATION FAILURE	return _order	//return _order
Party.sol	CR	186	COMPILATION FAILURE	return _burnOrder	//return _burnOrder
Party.sol	CR	187	COMPILATION FAILURE	return _order.length	//return _order.length
Party.sol	CR	188	COMPILATION FAILURE	return _proposals.length	//return _proposals.length
Party.sol	CR	189	COMPILATION FAILURE	return _proposals[id]	//return _proposals[id]
Party.sol	CR	192	CAUGHT	return Status.SOLD	//return Status.SOLD
Party.sol	CR	192	COMPILATION FAILURE	sold	//sold
Party.sol	CR	193	COMPILATION FAILURE	assembled	//assembled
Party.sol	CR	193	CAUGHT	return Status.ASSEMBLED	//return Status.ASSEMBLED
Party.sol	CR	194	COMPILATION FAILURE	block.timestamp > deadline	//block.timestamp > deadline
Party.sol	CR	194	CAUGHT	return Status.EXPIRED	//return Status.EXPIRED
Party.sol	CR	195	CAUGHT	return _order.length == SLOTS ? Status.FULL : Status.OPEN	//return _order.length == SLOTS ? Status.FULL : Status.OPEN
Party.sol	CR	198	COMPILATION FAILURE	(string memory name, uint256 creditId, string memory st)	//(string memory name, uint256 creditId, string memory st)
Party.sol	CR	199	COMPILATION FAILURE	Status s = status()	//Status s = status()
Party.sol	CR	200	CAUGHT	st = s == Status.OPEN ? "FILLING" : s == Status.FULL ? "FULL" : s == Status.ASSEMBLED ? "STATEMENT MADE" : s == Status.SOLD ? "SOLD / CLAIMABLE" : "EXPIRED / REDEEMABLE"	//st = s == Status.OPEN ? "FILLING" : s == Status.FULL ? "FULL" : s == Status.ASSEMBLED ? "STATEMENT MADE" : s == Status.SOLD ? "SOLD / CLAIMABLE" : "EXPIRED / REDEEMABLE"
Party.sol	CR	201	CAUGHT	return (_params.name, creditOfCard[cardId], st)	//return (_params.name, creditOfCard[cardId], st)
Party.sol	CR	208	COMPILATION FAILURE	nonReentrant	//nonReentrant
Party.sol	CR	209	COMPILATION FAILURE	msg.sender != address(factory) || _opened || from != host	//msg.sender != address(factory) || _opened || from != host
Party.sol	CR	209	CAUGHT	revert Bad("opening")	//revert Bad("opening")
Party.sol	CR	210	CAUGHT	_opened = true	//_opened = true
Party.sol	CR	211	CAUGHT	_deposit(from, ids, proofs)	//_deposit(from, ids, proofs)
Party.sol	CR	215	COMPILATION FAILURE	nonReentrant	//nonReentrant
